n,k,edge_prob,pca_count,dolev_count,attempts
100,5,0.09,0,0,1000
100,5,0.08,0,0,1000
100,5,0.07,0,0,1000
100,5,0.06,0,0,1000
100,5,0.05,0,0,1000
100,5,0.04,0,0,1000
100,5,0.03,0,0,1000
100,5,0.02,0,0,1000
100,5,0.26,0,0,1000
100,5,0.25,0,0,1000
100,5,0.27,0,0,1000
100,5,0.28,0,0,1000
100,5,0.29,0,0,1000
100,5,0.30,0,0,1000
100,5,0.31,0,0,1000
100,5,0.32,0,0,1000
100,5,0.33,0,0,1000
100,5,0.34,0,0,1000
100,5,0.35,0,0,1000
100,5,0.36,0,0,1000
100,5,0.01,0,0,1000
100,5,0.37,0,0,1000
100,5,0.38,0,0,1000
100,5,0.39,0,0,1000
100,5,0.40,0,0,1000
100,5,0.41,0,0,1000
100,5,0.42,0,0,1000
100,5,0.43,0,0,1000
100,5,0.44,0,0,1000
100,5,0.45,0,0,1000
100,5,0.46,0,0,1000
100,5,0.47,0,0,1000
100,5,0.48,0,0,1000
100,5,0.51,0,0,1000
100,5,0.49,0,0,1000
100,5,0.50,0,0,1000
100,5,0.53,0,0,1000
100,5,0.52,0,0,1000
100,5,0.54,0,0,1000
100,5,0.55,0,0,1000
100,5,0.56,0,0,1000
100,5,0.58,0,0,1000
100,5,0.57,0,0,1000
100,5,0.59,0,0,1000
100,5,0.60,0,0,1000
100,5,0.62,0,0,1000
100,5,0.61,0,0,1000
100,5,0.63,0,0,1000
100,5,0.64,0,0,1000
100,5,0.65,0,0,1000
100,5,0.66,0,0,1000
100,5,0.67,0,0,1000
100,5,0.68,0,0,1000
100,5,0.69,0,0,1000
100,5,0.70,0,0,1000
100,5,0.71,0,0,1000
100,5,0.72,0,0,1000
100,5,0.75,0,0,1000
100,5,0.73,0,0,1000
100,5,0.76,0,0,1000
100,5,0.74,0,0,1000
100,5,0.78,0,0,1000
100,5,0.77,0,0,1000
100,5,0.79,0,0,1000
100,5,0.81,0,0,1000
100,5,0.80,0,0,1000
100,5,0.82,0,0,1000
100,5,0.83,0,0,1000
100,5,0.84,0,0,1000
100,5,0.86,0,0,1000
100,5,0.85,0,0,1000
100,5,0.87,0,0,1000
100,5,0.88,0,0,1000
100,5,0.89,0,0,1000
100,5,0.90,0,0,1000
100,5,0.91,0,0,1000
100,5,0.92,0,0,1000
100,5,0.93,0,0,1000
100,5,0.94,0,0,1000
100,5,0.95,0,0,1000
100,5,0.97,0,0,1000
100,5,0.96,0,0,1000
100,5,0.98,0,0,1000
100,5,0.99,0,0,1000
100,5,1.00,0,0,1000
100,6,0.24,0,0,1000
100,6,0.23,0,0,1000
100,6,0.22,0,0,1000
100,6,0.21,0,0,1000
100,6,0.20,0,0,1000
100,6,0.19,0,0,1000
100,6,0.18,0,0,1000
100,6,0.17,0,0,1000
100,6,0.16,0,0,1000
100,6,0.15,0,0,1000
100,6,0.14,0,0,1000
100,6,0.13,0,0,1000
100,6,0.12,0,0,1000
100,6,0.11,0,0,1000
100,6,0.10,0,0,1000
100,6,0.09,0,0,1000
100,6,0.08,0,0,1000
100,6,0.07,0,0,1000
100,6,0.06,0,0,1000
100,6,0.05,0,0,1000
100,6,0.04,0,0,1000
100,6,0.03,0,0,1000
100,6,0.26,0,0,1000
100,6,0.27,0,0,1000
100,6,0.29,0,0,1000
100,6,0.30,0,0,1000
100,6,0.25,0,0,1000
100,6,0.28,0,0,1000
100,6,0.31,0,0,1000
100,6,0.32,0,0,1000
100,6,0.33,0,0,1000
100,6,0.34,0,0,1000
100,6,0.35,0,0,1000
100,6,0.36,0,0,1000
100,6,0.38,0,0,1000
100,6,0.37,0,0,1000
100,6,0.02,0,2,1000
100,6,0.39,0,0,1000
100,6,0.40,0,0,1000
100,6,0.41,0,0,1000
100,6,0.42,0,0,1000
100,6,0.43,0,0,1000
100,6,0.01,0,55,1000
100,6,0.44,0,0,1000
100,6,0.45,0,0,1000
100,6,0.46,0,0,1000
100,6,0.47,0,0,1000
100,6,0.49,0,0,1000
100,6,0.50,0,0,1000
100,6,0.48,0,0,1000
100,6,0.52,0,0,1000
100,6,0.53,0,0,1000
100,6,0.51,0,0,1000
100,6,0.54,0,0,1000
100,6,0.56,0,0,1000
100,6,0.55,0,0,1000
100,6,0.57,0,0,1000
100,6,0.58,0,0,1000
100,6,0.59,0,0,1000
100,6,0.61,0,0,1000
100,6,0.62,0,0,1000
100,6,0.60,0,0,1000
100,6,0.63,0,0,1000
100,6,0.64,0,0,1000
100,6,0.65,0,0,1000
100,6,0.66,0,0,1000
100,6,0.67,0,0,1000
100,6,0.68,0,0,1000
100,6,0.69,0,0,1000
100,6,0.70,0,0,1000
100,6,0.71,0,0,1000
100,6,0.74,0,0,1000
100,6,0.75,0,0,1000
100,6,0.76,0,0,1000
100,6,0.73,0,0,1000
100,6,0.72,0,0,1000
100,6,0.77,0,0,1000
100,6,0.78,0,0,1000
100,6,0.80,0,0,1000
100,6,0.79,0,0,1000
100,6,0.81,0,0,1000
100,6,0.82,0,0,1000
100,6,0.83,0,0,1000
100,6,0.84,0,0,1000
100,6,0.85,0,0,1000
100,6,0.86,0,0,1000
100,6,0.87,0,0,1000
100,6,0.88,0,0,1000
100,6,0.89,0,0,1000
100,6,0.90,0,0,1000
100,6,0.91,0,0,1000
100,6,0.92,0,0,1000
100,6,0.93,0,0,1000
100,6,0.94,0,0,1000
100,6,0.95,0,0,1000
100,6,0.98,0,0,1000
100,6,0.96,0,0,1000
100,6,0.97,0,0,1000
100,6,0.99,0,0,1000
100,6,1.00,0,0,1000
100,7,0.24,0,0,1000
100,7,0.23,0,0,1000
100,7,0.22,0,0,1000
100,7,0.21,0,0,1000
100,7,0.20,0,0,1000
100,7,0.19,0,0,1000
100,7,0.18,0,0,1000
100,7,0.17,0,0,1000
100,7,0.16,0,0,1000
100,7,0.15,0,0,1000
100,7,0.14,0,0,1000
100,7,0.13,0,0,1000
100,7,0.12,0,0,1000
100,7,0.11,0,0,1000
100,7,0.10,0,0,1000
100,7,0.09,0,0,1000
100,7,0.08,0,0,1000
100,7,0.07,0,0,1000
100,7,0.06,0,0,1000
100,7,0.05,0,0,1000
100,7,0.04,0,0,1000
100,7,0.03,0,0,1000
100,7,0.28,0,0,1000
100,7,0.30,0,0,1000
100,7,0.25,0,0,1000
100,7,0.27,0,0,1000
100,7,0.31,0,0,1000
100,7,0.26,0,0,1000
100,7,0.29,0,0,1000
100,7,0.32,0,0,1000
100,7,0.33,0,0,1000
100,7,0.34,0,0,1000
100,7,0.35,0,0,1000
100,7,0.36,0,0,1000
100,7,0.37,0,0,1000
100,7,0.02,0,0,1000
100,7,0.38,0,0,1000
100,7,0.39,0,0,1000
100,7,0.40,0,0,1000
100,7,0.41,0,0,1000
100,7,0.42,0,0,1000
100,7,0.43,0,0,1000
100,7,0.01,0,0,1000
100,7,0.44,0,0,1000
100,7,0.45,0,0,1000
100,7,0.46,0,0,1000
100,7,0.47,0,0,1000
100,7,0.52,0,0,1000
100,7,0.51,0,0,1000
100,7,0.48,0,0,1000
100,7,0.49,0,0,1000
100,7,0.54,0,0,1000
100,7,0.53,0,0,1000
100,7,0.50,0,0,1000
100,7,0.56,0,0,1000
100,7,0.55,0,0,1000
100,7,0.57,0,0,1000
100,7,0.59,0,0,1000
100,7,0.58,0,0,1000
100,7,0.60,0,0,1000
100,7,0.61,0,0,1000
100,7,0.62,0,0,1000
100,7,0.63,0,0,1000
100,7,0.64,0,0,1000
100,7,0.65,0,0,1000
100,7,0.66,0,0,1000
100,7,0.67,0,0,1000
100,7,0.68,0,0,1000
100,7,0.69,0,0,1000
100,7,0.70,0,0,1000
100,7,0.71,0,0,1000
100,7,0.74,0,0,1000
100,7,0.72,0,0,1000
100,7,0.73,0,0,1000
100,7,0.76,0,0,1000
100,7,0.75,0,0,1000
100,7,0.77,0,0,1000
100,7,0.78,0,0,1000
100,7,0.79,0,0,1000
100,7,0.80,0,0,1000
100,7,0.81,0,0,1000
100,7,0.82,0,0,1000
100,7,0.83,0,0,1000
100,7,0.85,0,0,1000
100,7,0.84,0,0,1000
100,7,0.86,0,0,1000
100,7,0.87,0,0,1000
100,7,0.88,0,0,1000
100,7,0.89,0,0,1000
100,7,0.91,0,0,1000
100,7,0.90,0,0,1000
100,7,0.92,0,0,1000
100,7,0.93,0,0,1000
100,7,0.94,0,0,1000
100,7,0.97,0,0,1000
100,7,0.96,0,0,1000
100,7,0.95,0,0,1000
100,7,0.98,0,0,1000
100,7,0.99,0,0,1000
100,7,1.00,0,0,1000
100,8,0.23,0,0,1000
100,8,0.24,0,0,1000
100,8,0.22,0,0,1000
100,8,0.21,0,0,1000
100,8,0.20,0,0,1000
100,8,0.19,0,0,1000
100,8,0.18,0,0,1000
100,8,0.17,0,0,1000
100,8,0.16,0,0,1000
100,8,0.15,0,0,1000
100,8,0.14,0,0,1000
100,8,0.13,0,0,1000
100,8,0.12,0,0,1000
100,8,0.11,0,0,1000
100,8,0.10,0,0,1000
100,8,0.09,0,0,1000
100,8,0.08,0,0,1000
100,8,0.07,0,0,1000
100,8,0.06,0,0,1000
100,8,0.05,0,0,1000
100,8,0.04,0,0,1000
100,8,0.26,0,0,1000
100,8,0.25,0,0,1000
100,8,0.28,0,0,1000
100,8,0.27,0,0,1000
100,8,0.30,0,0,1000
100,8,0.29,0,0,1000
100,8,0.31,0,0,1000
100,8,0.32,0,0,1000
100,8,0.03,0,0,1000
100,8,0.33,0,0,1000
100,8,0.34,0,0,1000
100,8,0.35,0,0,1000
100,8,0.36,0,0,1000
100,8,0.37,0,0,1000
100,8,0.38,0,0,1000
100,8,0.39,0,0,1000
100,8,0.40,0,0,1000
100,8,0.41,0,0,1000
100,8,0.02,0,1,1000
100,8,0.42,0,0,1000
100,8,0.43,0,0,1000
100,8,0.44,0,0,1000
100,8,0.01,0,15,1000
100,8,0.45,0,0,1000
100,8,0.48,0,0,1000
100,8,0.47,0,0,1000
100,8,0.49,0,0,1000
100,8,0.46,0,0,1000
100,8,0.50,0,0,1000
100,8,0.51,0,0,1000
100,8,0.53,0,0,1000
100,8,0.52,0,0,1000
100,8,0.54,0,0,1000
100,8,0.55,0,0,1000
100,8,0.56,0,0,1000
100,8,0.57,0,0,1000
100,8,0.58,0,0,1000
100,8,0.59,0,0,1000
100,8,0.60,0,0,1000
100,8,0.61,0,0,1000
100,8,0.62,0,0,1000
100,8,0.63,0,0,1000
100,8,0.64,0,0,1000
100,8,0.65,0,0,1000
100,8,0.66,0,0,1000
100,8,0.67,0,0,1000
100,8,0.68,0,0,1000
100,8,0.69,0,0,1000
100,8,0.71,0,0,1000
100,8,0.70,0,0,1000
100,8,0.73,0,0,1000
100,8,0.72,0,0,1000
100,8,0.75,0,0,1000
100,8,0.74,0,0,1000
100,8,0.76,0,0,1000
100,8,0.77,0,0,1000
100,8,0.79,0,0,1000
100,8,0.78,0,0,1000
100,8,0.81,0,0,1000
100,8,0.80,0,0,1000
100,8,0.82,0,0,1000
100,8,0.83,0,0,1000
100,8,0.84,0,0,1000
100,8,0.85,0,0,1000
100,8,0.86,0,0,1000
100,8,0.87,0,0,1000
100,8,0.88,0,0,1000
100,8,0.89,0,0,1000
100,8,0.90,0,0,1000
100,8,0.92,0,0,1000
100,8,0.91,0,0,1000
100,8,0.93,0,0,1000
100,8,0.95,0,0,1000
100,8,0.94,0,0,1000
100,8,0.96,0,0,1000
100,8,0.97,0,0,1000
100,8,0.99,0,0,1000
100,8,0.98,0,0,1000
100,8,1.00,0,0,1000
100,9,0.24,0,0,1000
100,9,0.23,0,0,1000
100,9,0.22,0,0,1000
100,9,0.21,0,0,1000
100,9,0.20,0,0,1000
100,9,0.19,0,0,1000
100,9,0.18,0,0,1000
100,9,0.17,0,0,1000
100,9,0.16,0,0,1000
100,9,0.15,0,0,1000
100,9,0.14,0,0,1000
100,9,0.13,0,0,1000
100,9,0.12,0,0,1000
100,9,0.11,0,0,1000
100,9,0.10,0,0,1000
100,9,0.09,0,0,1000
100,9,0.08,0,0,1000
100,9,0.07,0,0,1000
100,9,0.06,0,0,1000
100,9,0.05,0,0,1000
100,9,0.04,0,0,1000
100,9,0.25,0,0,1000
100,9,0.26,0,0,1000
100,9,0.29,0,0,1000
100,9,0.28,0,0,1000
100,9,0.27,0,0,1000
100,9,0.30,0,0,1000
100,9,0.31,0,0,1000
100,9,0.33,0,0,1000
100,9,0.32,0,0,1000
100,9,0.03,0,0,1000
100,9,0.34,0,0,1000
100,9,0.35,0,0,1000
100,9,0.36,0,0,1000
100,9,0.37,0,0,1000
100,9,0.38,0,0,1000
100,9,0.39,0,0,1000
100,9,0.40,0,0,1000
100,9,0.41,0,0,1000
100,9,0.02,0,0,1000
100,9,0.42,0,0,1000
100,9,0.43,0,0,1000
100,9,0.44,0,0,1000
100,9,0.01,0,0,1000
100,9,0.45,0,0,1000
100,9,0.46,0,0,1000
100,9,0.47,0,0,1000
100,9,0.48,0,0,1000
100,9,0.49,0,0,1000
100,9,0.52,0,0,1000
100,9,0.50,0,0,1000
100,9,0.51,0,0,1000
100,9,0.53,0,0,1000
100,9,0.54,0,0,1000
100,9,0.55,0,0,1000
100,9,0.56,0,0,1000
100,9,0.57,0,0,1000
100,9,0.58,0,0,1000
100,9,0.59,0,0,1000
100,9,0.60,0,0,1000
100,9,0.61,0,0,1000
100,9,0.62,0,0,1000
100,9,0.63,0,0,1000
100,9,0.64,0,0,1000
100,9,0.65,0,0,1000
100,9,0.66,0,0,1000
100,9,0.67,0,0,1000
100,9,0.68,0,0,1000
100,9,0.69,0,0,1000
100,9,0.70,0,0,1000
100,9,0.71,0,0,1000
100,9,0.72,0,0,1000
100,9,0.73,0,0,1000
100,9,0.74,0,0,1000
100,9,0.76,0,0,1000
100,9,0.75,0,0,1000
100,9,0.77,0,0,1000
100,9,0.78,0,0,1000
100,9,0.79,0,0,1000
100,9,0.80,0,0,1000
100,9,0.81,0,0,1000
100,9,0.82,0,0,1000
100,9,0.83,0,0,1000
100,9,0.84,0,0,1000
100,9,0.85,0,0,1000
100,9,0.86,0,0,1000
100,9,0.87,0,0,1000
100,9,0.88,0,0,1000
100,9,0.89,0,0,1000
100,9,0.90,0,0,1000
100,9,0.91,0,0,1000
100,9,0.92,0,0,1000
100,9,0.93,0,0,1000
100,9,0.94,0,0,1000
100,9,0.95,0,0,1000
100,9,0.98,0,0,1000
100,9,0.96,0,0,1000
100,9,0.97,0,0,1000
100,9,0.99,0,0,1000
100,9,1.00,0,0,1000
100,10,0.24,0,0,1000
100,10,0.23,0,0,1000
100,10,0.21,0,0,1000
100,10,0.22,0,0,1000
100,10,0.20,0,0,1000
100,10,0.19,0,0,1000
100,10,0.18,0,0,1000
100,10,0.17,0,0,1000
100,10,0.16,0,0,1000
100,10,0.15,0,0,1000
100,10,0.14,0,0,1000
100,10,0.13,0,0,1000
100,10,0.12,0,0,1000
100,10,0.11,0,0,1000
100,10,0.10,0,0,1000
100,10,0.09,0,0,1000
100,10,0.08,0,0,1000
100,10,0.07,0,0,1000
100,10,0.06,0,0,1000
100,10,0.05,0,0,1000
100,10,0.04,0,0,1000
100,10,0.26,0,0,1000
100,10,0.28,0,0,1000
100,10,0.25,0,0,1000
100,10,0.27,0,0,1000
100,10,0.30,0,0,1000
100,10,0.29,0,0,1000
100,10,0.31,0,0,1000
100,10,0.32,0,0,1000
100,10,0.33,0,0,1000
100,10,0.34,0,0,1000
100,10,0.35,0,0,1000
100,10,0.03,0,0,1000
100,10,0.36,0,0,1000
100,10,0.37,0,0,1000
100,10,0.38,0,0,1000
100,10,0.39,0,0,1000
100,10,0.40,0,0,1000
100,10,0.41,0,0,1000
100,10,0.42,0,0,1000
100,10,0.02,0,0,1000
100,10,0.43,0,0,1000
100,10,0.44,0,0,1000
100,10,0.45,0,0,1000
100,10,0.01,0,8,1000
100,10,0.47,0,0,1000
100,10,0.48,0,0,1000
100,10,0.46,0,0,1000
100,10,0.49,0,0,1000
100,10,0.50,0,0,1000
100,10,0.51,0,0,1000
100,10,0.54,0,0,1000
100,10,0.52,0,0,1000
100,10,0.53,0,0,1000
100,10,0.55,0,0,1000
100,10,0.56,0,0,1000
100,10,0.57,0,0,1000
100,10,0.58,0,0,1000
100,10,0.59,0,0,1000
100,10,0.60,0,0,1000
100,10,0.61,0,0,1000
100,10,0.62,0,0,1000
100,10,0.63,0,0,1000
100,10,0.64,0,0,1000
100,10,0.65,0,0,1000
100,10,0.66,0,0,1000
100,10,0.67,0,0,1000
100,10,0.68,0,0,1000
100,10,0.69,0,0,1000
100,10,0.70,0,0,1000
100,10,0.73,0,0,1000
100,10,0.71,0,0,1000
100,10,0.72,0,0,1000
100,10,0.74,0,0,1000
100,10,0.75,0,0,1000
100,10,0.77,0,0,1000
100,10,0.76,0,0,1000
100,10,0.78,0,0,1000
100,10,0.79,0,0,1000
100,10,0.80,0,0,1000
100,10,0.81,0,0,1000
100,10,0.82,0,0,1000
100,10,0.83,0,0,1000
100,10,0.84,0,0,1000
100,10,0.85,0,0,1000
100,10,0.86,0,0,1000
100,10,0.87,0,0,1000
100,10,0.88,0,0,1000
100,10,0.89,0,0,1000
100,10,0.90,0,0,1000
100,10,0.91,0,0,1000
100,10,0.92,0,0,1000
100,10,0.93,0,0,1000
100,10,0.94,0,0,1000
100,10,0.97,0,0,1000
100,10,0.95,0,0,1000
100,10,0.96,0,0,1000
100,10,0.98,0,0,1000
100,10,0.99,0,0,1000
100,10,1.00,0,0,1000
100,11,0.24,0,0,1000
100,11,0.23,0,0,1000
100,11,0.22,0,0,1000
100,11,0.21,0,0,1000
100,11,0.20,0,0,1000
100,11,0.19,0,0,1000
100,11,0.18,0,0,1000
100,11,0.17,0,0,1000
100,11,0.16,0,0,1000
100,11,0.15,0,0,1000
100,11,0.14,0,0,1000
100,11,0.13,0,0,1000
100,11,0.12,0,0,1000
100,11,0.11,0,0,1000
100,11,0.10,0,0,1000
100,11,0.09,0,0,1000
100,11,0.08,0,0,1000
100,11,0.07,0,0,1000
100,11,0.06,0,0,1000
100,11,0.05,0,0,1000
100,11,0.04,0,0,1000
100,11,0.26,0,0,1000
100,11,0.25,0,0,1000
100,11,0.27,0,0,1000
100,11,0.28,0,0,1000
100,11,0.29,0,0,1000
100,11,0.30,0,0,1000
100,11,0.31,0,0,1000
100,11,0.33,0,0,1000
100,11,0.32,0,0,1000
100,11,0.34,0,0,1000
100,11,0.35,0,0,1000
100,11,0.36,0,0,1000
100,11,0.03,0,0,1000
100,11,0.37,0,0,1000
100,11,0.38,0,0,1000
100,11,0.39,0,0,1000
100,11,0.40,0,0,1000
100,11,0.41,0,0,1000
100,11,0.42,0,0,1000
100,11,0.02,0,0,1000
100,11,0.43,0,0,1000
100,11,0.44,0,0,1000
100,11,0.45,0,0,1000
100,11,0.01,0,0,1000
100,11,0.46,0,0,1000
100,11,0.47,0,0,1000
100,11,0.48,0,0,1000
100,11,0.49,0,0,1000
100,11,0.50,0,0,1000
100,11,0.52,0,0,1000
100,11,0.51,0,0,1000
100,11,0.53,0,0,1000
100,11,0.54,0,0,1000
100,11,0.55,0,0,1000
100,11,0.56,0,0,1000
100,11,0.57,0,0,1000
100,11,0.58,0,0,1000
100,11,0.59,0,0,1000
100,11,0.60,0,0,1000
100,11,0.61,0,0,1000
100,11,0.62,0,0,1000
100,11,0.63,0,0,1000
100,11,0.64,0,0,1000
100,11,0.65,0,0,1000
100,11,0.66,0,0,1000
100,11,0.67,0,0,1000
100,11,0.69,0,0,1000
100,11,0.68,0,0,1000
100,11,0.70,0,0,1000
100,11,0.71,0,0,1000
100,11,0.73,0,0,1000
100,11,0.74,0,0,1000
100,11,0.72,0,0,1000
100,11,0.75,0,0,1000
100,11,0.76,0,0,1000
100,11,0.78,0,0,1000
100,11,0.77,0,0,1000
100,11,0.79,0,0,1000
100,11,0.80,0,0,1000
100,11,0.82,0,0,1000
100,11,0.81,0,0,1000
100,11,0.83,0,0,1000
100,11,0.84,0,0,1000
100,11,0.85,0,0,1000
100,11,0.86,0,0,1000
100,11,0.87,0,0,1000
100,11,0.89,0,0,1000
100,11,0.88,0,0,1000
100,11,0.90,0,0,1000
100,11,0.91,0,0,1000
100,11,0.92,0,0,1000
100,11,0.93,0,0,1000
100,11,0.95,0,0,1000
100,11,0.94,0,0,1000
100,11,0.96,0,0,1000
100,11,0.97,0,0,1000
100,11,0.98,0,0,1000
100,11,0.99,0,0,1000
100,11,1.00,0,0,1000
100,12,0.24,0,0,1000
100,12,0.23,0,0,1000
100,12,0.22,0,0,1000
100,12,0.21,0,0,1000
100,12,0.20,0,0,1000
100,12,0.19,0,0,1000
100,12,0.18,0,0,1000
100,12,0.17,0,0,1000
100,12,0.16,0,0,1000
100,12,0.15,0,0,1000
100,12,0.14,0,0,1000
100,12,0.13,0,0,1000
100,12,0.12,0,0,1000
100,12,0.11,0,0,1000
100,12,0.10,0,0,1000
100,12,0.09,0,0,1000
100,12,0.08,0,0,1000
100,12,0.07,0,0,1000
100,12,0.06,0,0,1000
100,12,0.05,0,0,1000
100,12,0.04,0,0,1000
100,12,0.26,0,0,1000
100,12,0.25,0,0,1000
100,12,0.27,0,0,1000
100,12,0.28,0,0,1000
100,12,0.29,0,0,1000
100,12,0.31,0,0,1000
100,12,0.30,0,0,1000
100,12,0.33,0,0,1000
100,12,0.32,0,0,1000
